Año;País;Tipo de mercado;Servicio;Concepto;Operador;Tipo de Ingreso;Tipo de Paquete;Unidades;Ingresos (Millones €);Ingresos por Operador (Millones €);Empleados por Operador (Núm);Paquetes (Núm);Inversiones por Operador (Millones €);Gastos por Operador (Millones €)
2023;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Digi;N/A;N/A;Millones de euros;;;;;304,25;
2023;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;460,68;
2023;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Mediaset España;N/A;N/A;Millones de euros;;;;;132,89;
2023;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Movistar;N/A;N/A;Millones de euros;;;;;1872,5;
2023;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Orange;N/A;N/A;Millones de euros;;;;;938,14;
2023;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Resto;N/A;N/A;Millones de euros;;;;;1445,93;
2023;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;RTVE;N/A;N/A;Millones de euros;;;;;51,95;
2023;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Vodafone;N/A;N/A;Millones de euros;;;;;558;
2023;España;N/A;Datos generales;Número de empleados;Digi;N/A;N/A;Unidades;;;7699;;;
2023;España;N/A;Datos generales;Número de empleados;Grupo MASMOVIL;N/A;N/A;Unidades;;;1507;;;
2023;España;N/A;Datos generales;Número de empleados;Movistar;N/A;N/A;Unidades;;;16988;;;
2023;España;N/A;Datos generales;Número de empleados;Orange;N/A;N/A;Unidades;;;5283;;;
2023;España;N/A;Datos generales;Número de empleados;Resto;N/A;N/A;Unidades;;;18332;;;
2023;España;N/A;Datos generales;Número de empleados;RTVE;N/A;N/A;Unidades;;;6904;;;
2023;España;N/A;Datos generales;Número de empleados;Televisió de Catalunya;N/A;N/A;Unidades;;;2475;;;
2023;España;N/A;Datos generales;Número de empleados;Vodafone;N/A;N/A;Unidades;;;3771;;;
2023;España;N/A;Datos generales;Paquetes;N/A;N/A;Banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;1954083;;
2023;España;N/A;Datos generales;Paquetes;N/A;N/A;Resto;Unidades;;;;309319;;
2023;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija y banda ancha fija;Unidades;;;;2269785;;
2023;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija y TV de pago;Unidades;;;;238405;;
2023;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;5841821;;
2023;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil;Unidades;;;;6407734;;
2023;España;Servicio mayorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;46,12;;;;
2023;España;Servicio mayorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;179,1;;;;
2023;España;Servicio mayorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;5217,36;;;;
2023;España;Servicio mayorista;Datos generales;Ingresos;N/A;Alquiler de circuitos;N/A;Millones de euros;827,21;;;;;
2023;España;Servicio mayorista;Datos generales;Ingresos;N/A;Banda ancha fija mayorista;N/A;Millones de euros;1207,65;;;;;
2023;España;Servicio mayorista;Datos generales;Ingresos;N/A;Contenidos audiovisuales;N/A;Millones de euros;2618,6;;;;;
2023;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión fija;N/A;Millones de euros;460,33;;;;;
2023;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión móvil;N/A;Millones de euros;1618,47;;;;;
2023;España;Servicio mayorista;Datos generales;Ingresos;N/A;Otros servicios mayoristas;N/A;Millones de euros;3022,51;;;;;
2023;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transmisión de datos;N/A;Millones de euros;334,45;;;;;
2023;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transporte y difusión de la señal audiovisual;N/A;Millones de euros;345,74;;;;;
2023;España;Servicio mayorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;1745,38;;;;
2023;España;Servicio mayorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;2354,28;;;;
2023;España;Servicio mayorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;892,72;;;;
2023;España;Servicio minorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;595,97;;;;
2023;España;Servicio minorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;2627,62;;;;
2023;España;Servicio minorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;8733,44;;;;
2023;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda ancha fija;N/A;Millones de euros;4731,82;;;;;
2023;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda Ancha móvil;N/A;Millones de euros;4713,92;;;;;
2023;España;Servicio minorista;Datos generales;Ingresos;N/A;Comunicaciones de Empresa;N/A;Millones de euros;1132,34;;;;;
2023;España;Servicio minorista;Datos generales;Ingresos;N/A;Otros servicios minoristas;N/A;Millones de euros;1395,73;;;;;
2023;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios audiovisuales;N/A;Millones de euros;5073,39;;;;;
2023;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios de información telefónica;N/A;Millones de euros;1,38;;;;;
2023;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía fija;N/A;Millones de euros;1233,07;;;;;
2023;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía móvil;N/A;Millones de euros;3509,64;;;;;
2023;España;Servicio minorista;Datos generales;Ingresos;N/A;Venta y alquiler de terminales;N/A;Millones de euros;2369,72;;;;;
2023;España;Servicio minorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;3934,44;;;;
2023;España;Servicio minorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;4729,44;;;;
2023;España;Servicio minorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;3540,1;;;;
2024;España;N/A;Datos generales;Gastos de explotación;Digi;N/A;N/A;Millones de euros;;;;;;16,47
2024;España;N/A;Datos generales;Gastos de explotación;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;;57,98
2024;España;N/A;Datos generales;Gastos de explotación;Movistar;N/A;N/A;Millones de euros;;;;;;124,55
2024;España;N/A;Datos generales;Gastos de explotación;Orange;N/A;N/A;Millones de euros;;;;;;56,6
2024;España;N/A;Datos generales;Gastos de explotación;Resto;N/A;N/A;Millones de euros;;;;;;107,21
2024;España;N/A;Datos generales;Gastos de explotación;Vodafone;N/A;N/A;Millones de euros;;;;;;64,31
2024;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Adamo;N/A;N/A;Millones de euros;;;;;193,89;
2024;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Digi;N/A;N/A;Millones de euros;;;;;326,97;
2024;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Grupo MASMOVIL;N/A;N/A;Millones de euros;;;;;477,35;
2024;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Mediaset España;N/A;N/A;Millones de euros;;;;;107,28;
2024;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Movistar;N/A;N/A;Millones de euros;;;;;1937,87;
2024;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Orange;N/A;N/A;Millones de euros;;;;;1054,29;
2024;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Resto;N/A;N/A;Millones de euros;;;;;2147,36;
2024;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;RTVE;N/A;N/A;Millones de euros;;;;;57,82;
2024;España;N/A;Datos generales;Inversiones en infraestr. de telec. y serv. audiov.;Vodafone;N/A;N/A;Millones de euros;;;;;416,91;
2024;España;N/A;Datos generales;Número de empleados;Digi;N/A;N/A;Unidades;;;9386;;;
2024;España;N/A;Datos generales;Número de empleados;Grupo MASMOVIL;N/A;N/A;Unidades;;;1380;;;
2024;España;N/A;Datos generales;Número de empleados;Movistar;N/A;N/A;Unidades;;;13852;;;
2024;España;N/A;Datos generales;Número de empleados;Orange;N/A;N/A;Unidades;;;4947;;;
2024;España;N/A;Datos generales;Número de empleados;Resto;N/A;N/A;Unidades;;;19941;;;
2024;España;N/A;Datos generales;Número de empleados;RTVE;N/A;N/A;Unidades;;;6770;;;
2024;España;N/A;Datos generales;Número de empleados;Televisió de Catalunya;N/A;N/A;Unidades;;;2530;;;
2024;España;N/A;Datos generales;Número de empleados;Vodafone;N/A;N/A;Unidades;;;2423;;;
2024;España;N/A;Datos generales;Paquetes;N/A;N/A;Banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;2406357;;
2024;España;N/A;Datos generales;Paquetes;N/A;N/A;Resto;Unidades;;;;457162;;
2024;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija y banda ancha fija;Unidades;;;;2288525;;
2024;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija y TV de pago;Unidades;;;;221838;;
2024;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, tel. móvil y banda ancha móvil;Unidades;;;;5861859;;
2024;España;N/A;Datos generales;Paquetes;N/A;N/A;Tel. fija, banda ancha fija, TV de pago, tel. móvil y banda ancha móvil;Unidades;;;;6511126;;
2024;España;Servicio mayorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;42,65;;;;
2024;España;Servicio mayorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;137,59;;;;
2024;España;Servicio mayorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;5167,06;;;;
2024;España;Servicio mayorista;Datos generales;Ingresos;N/A;Alquiler de circuitos;N/A;Millones de euros;925,83;;;;;
2024;España;Servicio mayorista;Datos generales;Ingresos;N/A;Banda ancha fija mayorista;N/A;Millones de euros;1241,75;;;;;
2024;España;Servicio mayorista;Datos generales;Ingresos;N/A;Contenidos audiovisuales;N/A;Millones de euros;2526,09;;;;;
2024;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión fija;N/A;Millones de euros;407,45;;;;;
2024;España;Servicio mayorista;Datos generales;Ingresos;N/A;Interconexión móvil;N/A;Millones de euros;1495,6;;;;;
2024;España;Servicio mayorista;Datos generales;Ingresos;N/A;Otros servicios mayoristas;N/A;Millones de euros;3138,57;;;;;
2024;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transmisión de datos;N/A;Millones de euros;302,94;;;;;
2024;España;Servicio mayorista;Datos generales;Ingresos;N/A;Transporte y difusión de la señal audiovisual;N/A;Millones de euros;347,83;;;;;
2024;España;Servicio mayorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;1779,27;;;;
2024;España;Servicio mayorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;2405,67;;;;
2024;España;Servicio mayorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;853,82;;;;
2024;España;Servicio minorista;Datos generales;Ingresos;Digi;N/A;N/A;Millones de euros;;738,66;;;;
2024;España;Servicio minorista;Datos generales;Ingresos;Grupo MASMOVIL;N/A;N/A;Millones de euros;;2646,71;;;;
2024;España;Servicio minorista;Datos generales;Ingresos;Movistar;N/A;N/A;Millones de euros;;8584,21;;;;
2024;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda ancha fija;N/A;Millones de euros;4382,09;;;;;
2024;España;Servicio minorista;Datos generales;Ingresos;N/A;Banda Ancha móvil;N/A;Millones de euros;4748,07;;;;;
2024;España;Servicio minorista;Datos generales;Ingresos;N/A;Comunicaciones de Empresa;N/A;Millones de euros;1159,55;;;;;
2024;España;Servicio minorista;Datos generales;Ingresos;N/A;Otros servicios minoristas;N/A;Millones de euros;1366,09;;;;;
2024;España;Servicio minorista;Datos generales;Ingresos;N/A;Servicios audiovisuales;N/A;Millones de euros;5138,07;;;;;
2024;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía fija;N/A;Millones de euros;1666,97;;;;;
2024;España;Servicio minorista;Datos generales;Ingresos;N/A;Telefonía móvil;N/A;Millones de euros;3309,34;;;;;
2024;España;Servicio minorista;Datos generales;Ingresos;N/A;Venta y alquiler de terminales;N/A;Millones de euros;2416,6;;;;;
2024;España;Servicio minorista;Datos generales;Ingresos;Orange;N/A;N/A;Millones de euros;;3788,3;;;;
2024;España;Servicio minorista;Datos generales;Ingresos;Resto;N/A;N/A;Millones de euros;;5193,83;;;;
2024;España;Servicio minorista;Datos generales;Ingresos;Vodafone;N/A;N/A;Millones de euros;;3235,07;;;;
